bucket,n_days,std_per_bucket_return,annualized_vol_pct,mean_abs_return_bps
Open_30min (09:15-09:45),569,0.002498379494414909,3.966054493731081,19.552910117303313
Morning (09:45-11:30),569,0.003587526524146117,5.69502180284315,26.31549072782723
Midday (11:30-13:30),569,0.0031909856664694885,5.0655327063899795,21.87044321684381
Afternoon (13:30-15:00),568,0.0029651479441068383,4.707026436372686,20.776390786964246
Close_30min (15:00-15:29),567,0.0015593222580029592,2.4753473450901167,10.849247973384278
