date,open,high,low,close,volume,oi
2025-02-11T00:00:00+05:30,23421,23470,23060,23153.15,6582450,0
2025-02-12T00:00:00+05:30,23134.4,23236.45,22900,23123.85,9904875,0
2025-02-13T00:00:00+05:30,23119,23310,23066,23107.75,6194475,0
2025-02-14T00:00:00+05:30,23169,23205.5,22846.45,22995.65,8198400,0
2025-02-17T00:00:00+05:30,22945.4,23049,22826.25,23026.4,6971550,0
2025-02-18T00:00:00+05:30,23029.1,23029.1,22838.8,22972.6,5482350,0
2025-02-19T00:00:00+05:30,22900.2,23106.2,22881.15,22964.5,6484800,0
2025-02-20T00:00:00+05:30,22895,22960.95,22855,22942.5,4096575,0
2025-02-21T00:00:00+05:30,22880,22940.25,22757.75,22822.6,7214625,0
2025-02-24T00:00:00+05:30,22674.7,22720.15,22572.15,22612.65,7971900,0
2025-02-25T00:00:00+05:30,22582.2,22646,22561.3,22582.15,7117200,0
2025-02-27T00:00:00+05:30,22580,22605.05,22530.2,22547.75,7250925,0
2025-02-28T00:00:00+05:30,22532.4,22574.75,22233.35,22280.05,9183375,0
2025-03-03T00:00:00+05:30,22341,22376,22140.05,22259.8,6696825,0
2025-03-04T00:00:00+05:30,22115.6,22237,22101,22191.05,4736175,0
2025-03-05T00:00:00+05:30,22200,22498,22168.3,22441.35,6192450,0
2025-03-06T00:00:00+05:30,22541,22638.15,22359,22620.95,8776875,0
2025-03-07T00:00:00+05:30,22598.9,22738,22572.2,22649.95,5674500,0
2025-03-10T00:00:00+05:30,22599.9,22728.15,22486.85,22515.65,5186700,0
2025-03-11T00:00:00+05:30,22419.95,22592.05,22361.55,22564.3,5640000,0
2025-03-12T00:00:00+05:30,22580,22618.8,22380.2,22530.35,5860650,0
2025-03-13T00:00:00+05:30,22550,22615.8,22430.1,22444.25,4934250,0
2025-03-17T00:00:00+05:30,22510.2,22670,22502.3,22584.3,5069925,0
2025-03-18T00:00:00+05:30,22705,22912.7,22672.8,22895.4,6725325,0
2025-03-19T00:00:00+05:30,22934,22993,22872,22972.95,4430925,0
2025-03-20T00:00:00+05:30,23069.9,23232.6,23015,23200.25,7796850,0
2025-03-21T00:00:00+05:30,23195.05,23438,23172,23379.85,6678600,0
2025-03-24T00:00:00+05:30,23482.3,23729.8,23441.5,23699.35,7108125,0
2025-03-25T00:00:00+05:30,23767.1,23893.9,23660,23705.35,8445525,0
2025-03-26T00:00:00+05:30,23735,23761.4,23494.9,23521.9,8309475,0
2025-03-27T00:00:00+05:30,23470,23643.1,23455.05,23593.6,5400525,0
2025-03-28T00:00:00+05:30,23775.05,23801.6,23560,23637.65,7312950,0
2025-04-01T00:00:00+05:30,23530,23668,23290,23321.4,9196575,0
2025-04-02T00:00:00+05:30,23326.95,23459.6,23300,23438.95,4815300,0
2025-04-03T00:00:00+05:30,23215,23411.1,23215,23325.95,5138925,0
2025-04-04T00:00:00+05:30,23229.7,23250,22920.05,22958.15,8108850,0
2025-04-07T00:00:00+05:30,22201.5,22347,21860,22263.8,19669875,0
2025-04-08T00:00:00+05:30,22511.6,22744.9,22341,22630.35,11705175,0
2025-04-09T00:00:00+05:30,22544,22544,22405.05,22479.65,6796425,0
2025-04-11T00:00:00+05:30,22746,23017,22746,22917.65,9054375,0
2025-04-15T00:00:00+05:30,23295,23399.9,23252,23340.9,6692625,0
2025-04-16T00:00:00+05:30,23338,23450,23277.2,23433.5,5351175,0
2025-04-17T00:00:00+05:30,23399.9,23872.7,23330,23851.3,10156575,0
2025-04-21T00:00:00+05:30,23875.9,24194.5,23875.6,24135.5,5800650,0
2025-04-22T00:00:00+05:30,24150,24239.8,24077,24169,6541350,0
2025-04-23T00:00:00+05:30,24310,24351.8,24121.1,24312.7,7435350,0
2025-04-24T00:00:00+05:30,24288,24360,24225,24245.7,4140075,0
2025-04-25T00:00:00+05:30,24465,24511,23975,24139.1,12617250,0
2025-04-28T00:00:00+05:30,24200.2,24489,24140,24452.8,7818600,0
2025-04-29T00:00:00+05:30,24484,24567.9,24396.1,24425.3,5926800,0
2025-04-30T00:00:00+05:30,24369.9,24486,24348.7,24418.4,5205450,0
2025-05-02T00:00:00+05:30,24399.9,24718.3,24310,24400.7,11982600,0
2025-05-05T00:00:00+05:30,24481.1,24630,24471,24553.7,5715825,0
2025-05-06T00:00:00+05:30,24574.8,24576.8,24410,24431.4,4889475,0
2025-05-07T00:00:00+05:30,24343.9,24538.5,24311,24461.4,7486950,0
2025-05-08T00:00:00+05:30,24489,24523.9,24194.1,24271.9,8515275,0
2025-05-09T00:00:00+05:30,24063.4,24215,23984,24065.5,11312175,0
2025-05-12T00:00:00+05:30,24476,25069.9,24410,25044.1,11739525,0
2025-05-13T00:00:00+05:30,24960,25044,24613.5,24640.2,12257100,0
2025-05-14T00:00:00+05:30,24670,24834.4,24572.3,24715.9,6583500,0
2025-05-15T00:00:00+05:30,24733.9,25144.9,24600,25078.7,13966050,0
2025-05-16T00:00:00+05:30,25126.1,25149,25006,25078.7,4664850,0
2025-05-19T00:00:00+05:30,25060.1,25117.2,24952.7,24976.4,3971700,0
2025-05-20T00:00:00+05:30,25040.2,25059.9,24745,24774.6,7239225,0
2025-05-21T00:00:00+05:30,24755.3,25019,24720,24832.2,7813200,0
2025-05-22T00:00:00+05:30,24778,24792.9,24515,24652.2,8540400,0
2025-05-23T00:00:00+05:30,24656.5,24961.7,24634.9,24879.9,7194000,0
2025-05-26T00:00:00+05:30,24950,25123.9,24935.2,25035.9,5650350,0
2025-05-27T00:00:00+05:30,25000,25108.8,24739,24862.6,10978650,0
2025-05-28T00:00:00+05:30,24772.6,24896,24742.5,24762.5,5895825,0
2025-05-29T00:00:00+05:30,24828.6,24900,24661,24814.2,6082575,0
2025-05-30T00:00:00+05:30,24940.2,24987.7,24840,24871.2,5215500,0
