date,close_to_close_20d,parkinson_20d,garman_klass_20d,rogers_satchell_20d,yang_zhang_20d,parkinson_c2c_ratio
2025-08-07,0.0791,0.0776,0.0778,0.0785,0.0896,0.982
2025-08-08,0.0806,0.0789,0.0784,0.0787,0.0894,0.9786
2025-08-11,0.0885,0.081,0.0791,0.0784,0.0901,0.9149
2025-08-12,0.0867,0.0825,0.0815,0.0816,0.0923,0.9514
2025-08-13,0.0896,0.0824,0.0814,0.0815,0.0936,0.9201
2025-08-14,0.0892,0.0819,0.0813,0.0816,0.0934,0.9183
2025-08-18,0.0949,0.0809,0.0807,0.0814,0.1031,0.8524
2025-08-19,0.0944,0.0794,0.0786,0.0788,0.1013,0.8406
2025-08-20,0.0949,0.0796,0.079,0.0793,0.1011,0.8382
2025-08-21,0.0923,0.079,0.0784,0.0786,0.1008,0.8565
2025-08-22,0.0944,0.079,0.0781,0.0782,0.1006,0.8367
2025-08-25,0.09,0.0778,0.078,0.0784,0.1006,0.8644
2025-08-26,0.0946,0.0775,0.0763,0.076,0.0996,0.8192
2025-08-28,0.0968,0.0769,0.0758,0.0756,0.0985,0.7946
2025-08-29,0.0969,0.0775,0.0766,0.0765,0.0988,0.8001
2025-09-01,0.1011,0.0745,0.0711,0.0683,0.0885,0.7371
2025-09-02,0.0971,0.0742,0.0719,0.0696,0.0888,0.7636
2025-09-03,0.0964,0.0746,0.0729,0.0709,0.0896,0.7734
2025-09-04,0.0959,0.0772,0.0736,0.0707,0.0966,0.8052
2025-09-05,0.0951,0.0785,0.0754,0.0733,0.0984,0.8247
2025-09-08,0.0952,0.0752,0.0715,0.0694,0.0932,0.7898
2025-09-09,0.0887,0.0723,0.0693,0.0677,0.0909,0.815
2025-09-10,0.0847,0.0696,0.0681,0.0673,0.09,0.8223
2025-09-11,0.0829,0.067,0.0645,0.0626,0.0873,0.8088
2025-09-12,0.0823,0.0667,0.064,0.062,0.0867,0.8101
2025-09-15,0.0828,0.0668,0.064,0.062,0.0864,0.806
2025-09-16,0.0791,0.0671,0.0631,0.0604,0.0777,0.8489
2025-09-17,0.0788,0.0664,0.0623,0.0596,0.077,0.8419
2025-09-18,0.0792,0.0657,0.0618,0.0598,0.0771,0.8302
2025-09-19,0.0807,0.0663,0.0624,0.0604,0.0776,0.8216
2025-09-22,0.0764,0.0652,0.0631,0.062,0.0798,0.8535
2025-09-23,0.0758,0.066,0.0642,0.0631,0.0804,0.8719
2025-09-24,0.0677,0.0639,0.0632,0.0627,0.0794,0.9441
2025-09-25,0.0646,0.0636,0.064,0.064,0.0801,0.9851
2025-09-26,0.0728,0.0653,0.0647,0.0637,0.0811,0.8961
2025-09-29,0.0674,0.0648,0.0658,0.0655,0.0816,0.9619
2025-09-30,0.0672,0.0628,0.063,0.0625,0.0797,0.9358
2025-10-01,0.0718,0.0644,0.0629,0.0614,0.0798,0.8965
2025-10-03,0.0722,0.0615,0.0615,0.0607,0.0727,0.8521
2025-10-06,0.0762,0.0615,0.0603,0.0581,0.0706,0.8081
2025-10-07,0.0761,0.0617,0.0605,0.059,0.0709,0.8101
2025-10-08,0.076,0.0633,0.0627,0.0616,0.072,0.833
2025-10-09,0.0768,0.0642,0.0633,0.062,0.0707,0.8352
2025-10-10,0.0779,0.0653,0.0643,0.0629,0.0714,0.8389
2025-10-13,0.0772,0.0655,0.0644,0.063,0.0724,0.8482
2025-10-14,0.0778,0.0684,0.0677,0.0663,0.0755,0.8785
2025-10-15,0.0782,0.0687,0.0685,0.0672,0.0763,0.8786
2025-10-16,0.085,0.0715,0.0706,0.0689,0.0786,0.8413
2025-10-17,0.0856,0.0743,0.0733,0.0708,0.0789,0.8681
2025-10-20,0.0855,0.0742,0.0735,0.0712,0.0807,0.8683
2025-10-21,0.0827,0.0732,0.072,0.0696,0.0788,0.885
2025-10-23,0.0822,0.0743,0.0724,0.0695,0.0829,0.9045
2025-10-24,0.0815,0.0759,0.0738,0.071,0.0837,0.9312
2025-10-27,0.0778,0.0752,0.073,0.0702,0.0827,0.9665
2025-10-28,0.0665,0.0747,0.0739,0.0716,0.0822,1.1233
2025-10-29,0.0657,0.0739,0.0729,0.0706,0.0808,1.1242
2025-10-30,0.0726,0.0744,0.0735,0.0711,0.0821,1.0247
2025-10-31,0.0742,0.0737,0.074,0.0724,0.0832,0.9934
2025-11-03,0.0741,0.0736,0.0746,0.0733,0.0828,0.9927
2025-11-04,0.0763,0.0734,0.0746,0.0734,0.0831,0.9618
2025-11-06,0.0778,0.074,0.0751,0.0734,0.0833,0.951
2025-11-07,0.0771,0.0749,0.0763,0.0744,0.0847,0.9716
2025-11-10,0.0759,0.0745,0.076,0.0746,0.0847,0.982
2025-11-11,0.0762,0.0763,0.0789,0.0789,0.0879,1.0015
2025-11-12,0.0782,0.0768,0.0795,0.0795,0.0879,0.9812
2025-11-13,0.0766,0.0757,0.0788,0.079,0.0872,0.9872
2025-11-14,0.0739,0.0755,0.0786,0.0787,0.0889,1.0216
2025-11-17,0.0669,0.0732,0.0771,0.0777,0.0874,1.0934
2025-11-18,0.0672,0.0707,0.0746,0.0754,0.085,1.0519
2025-11-19,0.0675,0.0721,0.0755,0.076,0.0848,1.0674
2025-11-20,0.0696,0.073,0.0767,0.0772,0.086,1.0491
2025-11-21,0.072,0.0711,0.0753,0.0763,0.0823,0.9864
2025-11-24,0.0724,0.0711,0.0751,0.0757,0.0821,0.9826
2025-11-25,0.0694,0.0711,0.0751,0.0758,0.0819,1.0242
2025-11-26,0.0815,0.0749,0.074,0.0728,0.0818,0.9193
2025-11-27,0.0802,0.0753,0.0748,0.0736,0.0825,0.9395
2025-11-28,0.076,0.0743,0.0738,0.0727,0.081,0.9771
2025-12-01,0.0724,0.0734,0.0724,0.0711,0.0812,1.0138
2025-12-02,0.0756,0.0733,0.0725,0.0712,0.0822,0.9703
2025-12-03,0.0718,0.0727,0.0726,0.0717,0.0823,1.0128
2025-12-04,0.0702,0.0722,0.0722,0.0711,0.0817,1.0283
2025-12-05,0.0718,0.0717,0.0699,0.0681,0.0792,0.9987
2025-12-08,0.0793,0.0744,0.0721,0.0695,0.0811,0.9386
2025-12-09,0.08,0.0729,0.0701,0.0661,0.0797,0.9102
2025-12-10,0.0769,0.0739,0.071,0.0673,0.0784,0.9601
2025-12-11,0.0794,0.0744,0.071,0.0672,0.0785,0.9373
2025-12-12,0.0817,0.0732,0.0701,0.0664,0.0767,0.896
2025-12-15,0.0807,0.0735,0.0702,0.0664,0.0784,0.9116
2025-12-16,0.0826,0.0734,0.0703,0.0665,0.079,0.8888
2025-12-17,0.0802,0.0724,0.0694,0.0656,0.0784,0.9029
2025-12-18,0.0774,0.0723,0.0693,0.0657,0.0779,0.9344
2025-12-19,0.0791,0.0722,0.069,0.0652,0.0781,0.9124
2025-12-22,0.0824,0.0705,0.0673,0.0635,0.0772,0.8554
2025-12-23,0.0816,0.0696,0.0667,0.0632,0.0767,0.854
2025-12-24,0.0696,0.0633,0.0649,0.0637,0.0746,0.9097
2025-12-26,0.0707,0.0628,0.064,0.0626,0.0736,0.8879
2025-12-29,0.0718,0.064,0.0649,0.0634,0.0744,0.8921
2025-12-30,0.0717,0.0624,0.064,0.0626,0.0714,0.87
2025-12-31,0.0741,0.0636,0.0644,0.0629,0.0713,0.8594
2026-01-01,0.0737,0.0624,0.0627,0.061,0.07,0.8461
2026-01-02,0.0771,0.0636,0.0628,0.0607,0.0702,0.825
2026-01-05,0.0755,0.0625,0.0629,0.0612,0.07,0.8277
2026-01-06,0.0693,0.0592,0.0607,0.0595,0.0684,0.8535
2026-01-07,0.0672,0.0578,0.0588,0.0574,0.0657,0.8592
2026-01-08,0.0759,0.0595,0.0586,0.0561,0.0657,0.7833
2026-01-09,0.0779,0.0622,0.0619,0.0593,0.0684,0.7981
2026-01-12,0.0765,0.0676,0.0688,0.0685,0.0749,0.8831
2026-01-13,0.0768,0.0709,0.0725,0.0729,0.0783,0.9242
2026-01-14,0.0742,0.0716,0.0738,0.0748,0.0799,0.9658
2026-01-16,0.0742,0.0726,0.0754,0.0777,0.0821,0.9779
2026-01-19,0.0755,0.0723,0.0749,0.0776,0.0819,0.9581
2026-01-20,0.085,0.0797,0.0792,0.0804,0.0847,0.937
2026-01-21,0.078,0.0853,0.0875,0.0891,0.0916,1.0933
2026-01-22,0.0817,0.0877,0.0907,0.0922,0.0978,1.0741
2026-01-23,0.0861,0.0914,0.0921,0.0924,0.099,1.0624
2026-01-27,0.0893,0.0946,0.0961,0.0965,0.1027,1.0595
2026-01-28,0.0934,0.0946,0.0965,0.097,0.1038,1.0138
2026-01-29,0.0944,0.0976,0.1002,0.1017,0.1077,1.0333
2026-01-30,0.0898,0.0968,0.0999,0.1015,0.1099,1.0782
2026-02-01,0.1091,0.1215,0.1243,0.1241,0.1305,1.1134
2026-02-02,0.1137,0.1256,0.1281,0.1277,0.1343,1.1049
2026-02-03,0.1483,0.1363,0.1339,0.1312,0.2161,0.9192
2026-02-04,0.1485,0.1373,0.135,0.1323,0.2168,0.9247
2026-02-05,0.1493,0.1377,0.1353,0.1326,0.2168,0.9228
2026-02-06,0.1457,0.137,0.1354,0.1335,0.2173,0.9403
2026-02-09,0.1452,0.1348,0.1331,0.1314,0.2165,0.9285
2026-02-10,0.1448,0.1322,0.1298,0.1271,0.2138,0.9129
2026-02-11,0.1445,0.1302,0.1276,0.1246,0.2124,0.9006
2026-02-12,0.1457,0.1299,0.1269,0.1236,0.2114,0.8911
2026-02-13,0.1528,0.1296,0.1261,0.122,0.2146,0.8477
2026-02-16,0.155,0.1316,0.1272,0.1223,0.2154,0.849
2026-02-17,0.1463,0.128,0.1254,0.1213,0.2148,0.8745
2026-02-18,0.1459,0.1247,0.1207,0.1165,0.2115,0.8549
2026-02-19,0.1545,0.1292,0.122,0.1164,0.2116,0.8362
2026-02-20,0.1508,0.1285,0.1228,0.118,0.2126,0.852
2026-02-23,0.151,0.1264,0.1201,0.1152,0.2112,0.8372
2026-02-24,0.1553,0.1282,0.1215,0.1165,0.2126,0.8252
2026-02-25,0.1552,0.1271,0.12,0.1144,0.2115,0.819
2026-02-26,0.1545,0.1272,0.1203,0.1149,0.2093,0.8234
2026-02-27,0.1444,0.1075,0.0972,0.0915,0.1983,0.7444
2026-03-02,0.1466,0.1063,0.0971,0.0917,0.2135,0.7254
2026-03-04,0.1232,0.0948,0.0927,0.0906,0.1432,0.7699
2026-03-05,0.1307,0.0967,0.0952,0.093,0.147,0.7404
2026-03-06,0.1338,0.0988,0.0971,0.0945,0.1481,0.7381
2026-03-09,0.1447,0.103,0.1024,0.0998,0.1712,0.7114
2026-03-10,0.1499,0.1044,0.1044,0.1033,0.1764,0.6961
2026-03-11,0.157,0.1118,0.109,0.1064,0.1782,0.7121
2026-03-12,0.1567,0.1142,0.1124,0.1101,0.1797,0.7291
2026-03-13,0.1654,0.1187,0.1158,0.1126,0.182,0.7176
2026-03-16,0.169,0.128,0.1271,0.1236,0.1876,0.7573
2026-03-17,0.1694,0.1283,0.1291,0.1262,0.1906,0.7575
2026-03-18,0.1742,0.1292,0.13,0.1272,0.1924,0.7416
2026-03-19,0.1917,0.1348,0.1373,0.1343,0.2093,0.7029
2026-03-20,0.1908,0.131,0.137,0.1362,0.2093,0.6868
2026-03-23,0.2037,0.1337,0.1376,0.1357,0.2118,0.6566
2026-03-24,0.2206,0.1391,0.1446,0.1438,0.2273,0.6303
2026-03-25,0.2309,0.1414,0.1471,0.1468,0.2312,0.6127
2026-03-27,0.2359,0.1446,0.1479,0.1463,0.2303,0.6129
2026-03-30,0.2402,0.1495,0.1538,0.152,0.234,0.6225
2026-04-01,0.2496,0.1499,0.1553,0.1538,0.2526,0.6007
2026-04-02,0.2487,0.1569,0.1626,0.1611,0.2523,0.6309
2026-04-06,0.2509,0.1605,0.1668,0.1666,0.2497,0.6397
2026-04-07,0.2488,0.1631,0.1683,0.1678,0.2494,0.6555
2026-04-08,0.2841,0.1622,0.1672,0.1668,0.2746,0.5709
2026-04-09,0.2786,0.161,0.1656,0.1648,0.2598,0.5778
2026-04-10,0.2787,0.1609,0.1648,0.1627,0.2562,0.5773
2026-04-13,0.2734,0.1587,0.1642,0.1628,0.264,0.5806
2026-04-15,0.2771,0.1572,0.1622,0.1606,0.2671,0.5674
2026-04-16,0.2664,0.1555,0.1613,0.1603,0.2662,0.5839
2026-04-17,0.2662,0.1492,0.1534,0.1527,0.2621,0.5605
2026-04-20,0.2654,0.148,0.1519,0.1512,0.261,0.5578
2026-04-21,0.2659,0.148,0.1511,0.1499,0.2604,0.5564
2026-04-22,0.2451,0.1428,0.1441,0.1429,0.2418,0.5827
2026-04-23,0.2482,0.1413,0.1421,0.1402,0.2421,0.5694
2026-04-24,0.2278,0.1411,0.1442,0.1432,0.2376,0.6195
2026-04-27,0.2199,0.1363,0.1371,0.1346,0.2265,0.6199
2026-04-28,0.2158,0.1327,0.1341,0.1314,0.2244,0.6149
2026-04-29,0.201,0.1302,0.1343,0.1335,0.2235,0.6477
2026-04-30,0.1851,0.1263,0.1301,0.1303,0.2179,0.6826
2026-05-04,0.1808,0.1252,0.1297,0.1305,0.2039,0.6924
2026-05-05,0.1817,0.113,0.1172,0.1194,0.1908,0.6216
