date,spot_close,total_volume_lots,total_oi_lots_clean,volume_weighted_strike,vwks,oi_data_quality,oi_strikes_dropped_negative,oi_strikes_total
2025-06-11,25141.4,92682000.3,7463307.0,25119.87,0.99914,clean,0,914
2025-06-12,24888.2,296279727.0,8732871.3,25010.58,1.00492,clean,0,1058
2025-06-13,24718.6,45735481.1,5241588.0,24726.53,1.00032,clean,0,892
2025-06-16,24946.5,55634015.8,6083889.2,24865.08,0.99674,clean,0,1037
2025-06-17,24853.4,49941562.5,6559913.3,24885.01,1.00127,clean,0,882
2025-06-18,24812.05,96967432.6,7149351.7,24799.16,0.99948,clean,0,904
2025-06-19,24793.25,250551184.6,8803294.0,24813.76,1.00083,clean,0,917
2025-06-20,25112.4,53188954.6,5481526.7,24849.65,0.98954,clean,0,1021
2025-06-23,24971.9,60827395.7,6096951.0,24912.46,0.99762,clean,0,1057
2025-06-24,25044.35,93030412.9,6868689.7,25091.24,1.00187,clean,0,1082
2025-06-25,25244.75,93851768.1,7560115.7,25074.75,0.99327,clean,0,970
2025-06-26,25549.0,268030014.5,8125799.3,25311.3,0.9907,clean,0,1023
2025-06-27,25637.8,44791574.0,5095204.7,25513.9,0.99517,clean,0,876
2025-06-30,25517.05,58123238.7,6167621.0,25574.1,1.00224,clean,0,932
2025-07-01,25541.8,46830127.3,6631705.0,25517.89,0.99906,clean,0,890
2025-07-02,25453.4,101150236.0,7494320.7,25511.52,1.00228,clean,0,1084
2025-07-03,25405.3,312047025.2,8125105.7,25497.23,1.00362,clean,0,986
2025-07-04,25461.0,49249619.7,5040550.7,25426.15,0.99863,clean,0,826
2025-07-07,25461.3,44036512.2,5468892.0,25471.98,1.00042,clean,0,799
2025-07-08,25522.5,43511912.7,5937804.0,25485.98,0.99857,clean,0,822
2025-07-09,25476.1,86202240.1,6943836.3,25545.21,1.00271,clean,0,853
2025-07-10,25355.25,245310806.6,8173455.7,25439.98,1.00334,clean,0,961
2025-07-11,25149.85,48499968.5,5385506.3,25293.02,1.00569,clean,0,802
2025-07-14,25082.3,54847868.5,6169947.0,25158.95,1.00306,clean,0,812
2025-07-15,25195.8,61736692.6,6440483.3,25219.16,1.00093,clean,0,953
2025-07-16,25212.05,93877382.1,7277586.3,25222.72,1.00042,clean,0,824
2025-07-17,25111.45,217236545.9,7986844.7,25195.56,1.00335,clean,0,859
2025-07-18,24968.4,47481821.3,5226079.7,25061.46,1.00373,clean,0,766
2025-07-21,25090.7,60458109.2,5877605.0,25059.38,0.99875,clean,0,780
2025-07-22,25060.9,54066363.9,6511342.0,25117.39,1.00225,clean,0,772
2025-07-23,25219.9,92189278.7,7124670.0,25152.93,0.99734,clean,0,790
2025-07-24,25062.1,259783174.0,8213980.0,25127.82,1.00262,clean,0,899
2025-07-25,24837.0,55794903.3,5627097.7,24966.35,1.00521,clean,0,816
2025-07-28,24680.9,68034013.2,6402089.3,24853.85,1.00701,clean,0,852
2025-07-29,24821.1,62488311.9,6522319.7,24785.52,0.99857,clean,0,837
2025-07-30,24855.05,97915728.7,6848882.0,24878.14,1.00093,clean,0,844
2025-07-31,24768.35,293285068.2,7351456.3,24805.74,1.00151,clean,0,938
2025-08-01,24565.35,62400664.0,5081638.7,24750.87,1.00755,clean,0,774
2025-08-04,24722.75,57495460.0,5784386.3,24694.27,0.99885,clean,0,791
2025-08-05,24649.55,54249072.1,6228621.7,24683.35,1.00137,clean,0,806
2025-08-06,24574.2,102293915.7,7174232.7,24636.9,1.00255,clean,0,872
2025-08-07,24596.15,327669501.3,8563627.0,24496.6,0.99595,clean,0,1086
2025-08-08,24363.3,60281825.0,5643635.0,24530.24,1.00685,clean,0,799
2025-08-11,24585.05,62896887.8,6150374.7,24474.93,0.99552,clean,0,813
2025-08-12,24487.4,85483598.4,6824529.7,24594.93,1.00439,clean,0,964
2025-08-13,24619.35,117974393.6,7746525.3,24607.89,0.99953,clean,0,842
2025-08-14,24631.3,237227080.1,8411194.0,24630.52,0.99997,clean,0,819
2025-08-18,24876.95,59397075.4,5373344.3,24940.43,1.00255,clean,0,925
2025-08-19,24980.65,57375954.7,6254215.3,24952.13,0.99886,clean,0,766
2025-08-20,25050.55,95682860.9,7421679.3,24994.12,0.99775,clean,0,800
2025-08-21,25083.75,233611147.7,8166257.0,25084.44,1.00003,clean,0,822
2025-08-22,24870.1,51826882.5,5704184.0,25012.11,1.00571,clean,0,792
2025-08-25,24967.75,59415414.5,6018860.7,24997.82,1.0012,clean,0,796
2025-08-26,24712.05,76082577.7,6414480.0,24881.87,1.00687,clean,0,878
2025-08-28,24500.9,265093393.9,8178504.3,24619.68,1.00485,clean,0,974
2025-08-29,24426.85,95331321.6,6448601.7,24567.18,1.00574,clean,0,817
2025-09-01,24625.05,111342950.0,7695640.0,24560.67,0.99739,clean,0,811
2025-09-02,24579.6,358854163.1,8650305.3,24636.25,1.0023,clean,0,969
2025-09-03,24715.05,60536402.7,5437234.0,24619.44,0.99613,clean,0,733
2025-09-04,24734.3,73644048.2,6722904.0,24811.96,1.00314,clean,0,950
2025-09-05,24741.0,124783341.1,7471820.3,24737.72,0.99987,clean,0,929
2025-09-08,24773.15,136955373.5,8286407.7,24806.27,1.00134,clean,0,881
2025-09-09,24868.6,255585956.3,8774413.4,24831.98,0.99853,clean,0,779
2025-09-10,24973.1,51319548.7,5553363.3,24987.26,1.00057,clean,0,688
2025-09-11,25005.5,41389279.1,6564269.7,24974.24,0.99875,clean,0,673
2025-09-12,25114.0,66796583.3,7509985.3,25038.09,0.99698,clean,0,724
2025-09-15,25069.2,91133596.8,8297125.3,25070.6,1.00006,clean,0,732
2025-09-16,25239.1,235410956.6,8473568.7,25137.53,0.99598,clean,0,791
2025-09-17,25330.25,41418282.5,5118337.7,25291.25,0.99846,clean,0,700
2025-09-18,25423.6,52223510.3,6248890.3,25342.67,0.99682,clean,0,691
2025-09-19,25327.05,90789860.6,7189373.3,25334.74,1.0003,clean,0,737
2025-09-22,25202.35,130933558.8,8248732.3,25283.59,1.00322,clean,0,773
2025-09-23,25169.5,315494170.8,8183077.3,25209.2,1.00158,clean,0,826
2025-09-24,25056.9,55372778.9,5262373.0,25147.42,1.00361,clean,0,686
2025-09-25,24890.85,58003016.1,6564742.3,25108.76,1.00875,clean,0,727
2025-09-26,24654.7,108321040.3,7668506.7,24853.73,1.00807,clean,0,818
2025-09-29,24634.9,158534477.8,8252265.0,24739.21,1.00423,clean,0,835
2025-09-30,24611.1,269782652.7,8119950.7,24676.66,1.00266,clean,0,839
2025-10-01,24836.3,62765112.1,5455897.7,24732.52,0.99582,clean,0,826
2025-10-03,24894.25,101512101.5,7437015.3,24812.23,0.99671,clean,0,795
2025-10-06,25077.65,151583501.4,8166772.0,24946.08,0.99475,clean,0,805
2025-10-07,25108.3,314980345.6,8477093.3,25135.31,1.00108,clean,0,830
2025-10-08,25046.15,79302097.0,5648636.7,25132.19,1.00344,clean,0,761
2025-10-09,25181.8,69334458.1,6387738.7,25118.5,0.99749,clean,0,726
2025-10-10,25285.35,101511105.5,7551612.3,25214.18,0.99719,clean,0,756
2025-10-13,25227.35,137732266.2,8327180.7,25188.2,0.99845,clean,0,854
2025-10-14,25145.5,350892178.0,8651788.4,25175.49,1.00119,clean,0,819
2025-10-15,25323.55,63291909.0,5754699.0,25271.32,0.99794,clean,0,697
2025-10-16,25585.3,69040308.6,6700767.7,25426.5,0.99379,clean,0,768
2025-10-17,25709.85,161568985.7,7624142.3,25653.78,0.99782,clean,0,973
2025-10-20,25843.15,317139399.7,8371193.3,25830.3,0.9995,clean,0,1006
2025-10-21,25868.6,13094890.6,4861073.7,25892.68,1.00093,clean,0,653
2025-10-23,25891.4,68846584.8,6449652.0,25959.8,1.00264,clean,0,809
2025-10-24,25795.15,124752709.9,7761410.0,25864.03,1.00267,clean,0,938
2025-10-27,25966.05,134388907.4,8325060.0,25918.17,0.99816,clean,0,977
2025-10-28,25936.2,331057964.1,7807283.7,25914.19,0.99915,clean,0,1054
2025-10-29,26053.9,52333208.1,5114715.3,26053.71,0.99999,clean,0,969
2025-10-30,25877.85,57188243.7,6616412.3,26014.29,1.00527,clean,0,1061
2025-10-31,25722.1,105737757.6,8200454.3,25920.03,1.00769,clean,0,893
2025-11-03,25763.35,131178544.8,8669311.7,25793.12,1.00116,clean,0,975
2025-11-04,25597.65,291045650.0,8973096.3,25712.79,1.0045,clean,0,976
2025-11-06,25509.7,58595744.1,6339158.7,25677.48,1.00658,clean,0,823
2025-11-07,25492.3,118262269.0,7300159.0,25494.11,1.00007,clean,0,1006
2025-11-10,25574.35,124476364.7,8110390.0,25571.26,0.99988,clean,0,857
2025-11-11,25694.95,349528039.9,8654441.3,25596.28,0.99616,clean,0,1035
2025-11-12,25875.8,45696757.1,5094973.0,25829.71,0.99822,clean,0,875
2025-11-13,25879.15,56159177.4,5705435.0,25886.76,1.00029,clean,0,952
2025-11-14,25910.05,123394576.0,7318052.3,25861.56,0.99813,clean,0,1034
2025-11-17,26013.45,116181582.9,8051929.7,25925.08,0.9966,clean,0,1028
2025-11-18,25910.05,293122091.9,8526903.0,25948.74,1.00149,clean,0,873
2025-11-19,26052.65,50320808.9,5311507.7,25940.97,0.99571,clean,0,865
2025-11-20,26192.15,51061781.1,6253672.3,26036.22,0.99405,clean,0,909
2025-11-21,26068.15,94009215.2,6624663.0,26079.18,1.00042,clean,0,947
2025-11-24,25959.5,119030669.2,7537923.7,26070.72,1.00428,clean,0,884
2025-11-25,25884.8,275416088.5,7948617.0,25984.01,1.00383,clean,0,895
2025-11-26,26205.3,53162710.5,5563838.0,26100.42,0.996,clean,0,889
2025-11-27,26215.55,60784644.8,6271389.3,26190.46,0.99904,clean,0,907
2025-11-28,26202.95,81372368.6,7063988.3,26191.78,0.99957,clean,0,916
2025-12-01,26175.75,139633072.9,8123445.3,26207.98,1.00123,clean,0,944
2025-12-02,26032.2,295274826.6,8798787.7,26092.22,1.00231,clean,0,971
2025-12-03,25986.0,51360377.6,5520199.0,26040.22,1.00209,clean,0,892
2025-12-04,26033.75,54757545.2,6047414.7,26022.75,0.99958,clean,0,883
2025-12-05,26186.45,112541111.3,7075265.0,26091.75,0.99638,clean,0,897
2025-12-08,25960.55,164277616.5,8790856.7,26077.28,1.0045,clean,0,923
2025-12-09,25839.65,377873146.5,8690279.6,25878.8,1.00151,clean,0,966
2025-12-10,25758.0,66830520.3,5745599.0,25904.2,1.00568,clean,0,813
2025-12-11,25898.55,69873926.1,6282427.3,25871.16,0.99894,clean,0,880
2025-12-12,26046.95,100930306.3,7087489.0,25976.58,0.9973,clean,0,819
2025-12-15,26027.3,135479351.0,8241511.3,25963.96,0.99757,clean,0,851
2025-12-16,25860.1,273375727.7,8320078.3,25923.86,1.00247,clean,0,780
2025-12-17,25818.55,48393805.7,5607705.0,25917.97,1.00385,clean,0,719
2025-12-18,25815.55,57251022.9,6069118.0,25882.78,1.0026,clean,0,776
2025-12-19,25966.4,85163337.3,6791414.3,25908.01,0.99775,clean,0,779
2025-12-22,26172.4,84806686.2,7611371.7,26031.91,0.99463,clean,0,778
2025-12-23,26177.15,255649843.1,7869857.0,26149.78,0.99895,clean,0,851
2025-12-24,26142.1,42646682.2,5432680.7,26164.65,1.00086,clean,0,698
2025-12-26,26042.3,63686558.5,6505249.7,26117.97,1.00291,clean,0,744
2025-12-29,25942.1,105859007.6,7428013.7,26035.92,1.00362,clean,0,793
2025-12-30,25938.85,260970474.1,7928048.0,25951.32,1.00048,clean,0,822
2025-12-31,26129.6,61338838.4,5368055.0,26078.04,0.99803,clean,0,778
2026-01-01,26146.55,49724283.0,6460065.0,26120.32,0.999,clean,0,751
2026-01-02,26328.55,93546100.2,7870834.0,26204.34,0.99528,clean,0,788
2026-01-05,26250.3,175677880.7,8312583.0,26276.32,1.00099,clean,0,851
2026-01-06,26178.7,344614394.6,9116958.0,26191.88,1.0005,clean,0,859
2026-01-07,26140.75,68199480.8,5634162.0,26172.24,1.0012,clean,0,771
2026-01-08,25876.85,83320880.2,7497190.0,26080.84,1.00788,clean,0,825
2026-01-09,25683.3,149633959.8,8791185.0,25852.87,1.0066,clean,0,842
2026-01-12,25790.25,239053892.6,9513651.0,25704.0,0.99666,clean,0,917
2026-01-13,25732.3,487980113.9,9955293.0,25747.51,1.00059,clean,0,913
2026-01-14,25665.6,68599075.4,6125848.0,25764.24,1.00384,clean,0,738
2026-01-16,25694.35,154405663.8,7775028.0,25777.88,1.00325,clean,0,837
2026-01-19,25585.5,191041309.9,9214187.0,25617.39,1.00125,clean,0,845
2026-01-20,25232.5,421334720.6,9779699.0,25453.77,1.00877,clean,0,882
2026-01-21,25157.5,105222115.4,5991580.0,25245.85,1.00351,clean,0,888
2026-01-22,25289.9,95420728.0,6460444.0,25279.87,0.9996,clean,0,905
2026-01-23,25048.65,158003253.8,7916631.0,25238.59,1.00758,clean,0,884
2026-01-27,25175.4,415311491.5,8529427.0,25114.38,0.99758,clean,0,947
2026-01-28,25342.75,49038293.4,4233036.0,25348.54,1.00023,clean,0,762
2026-01-29,25418.9,47396476.0,4928591.0,25362.18,0.99777,clean,0,779
2026-01-30,25320.65,78188918.0,5791107.0,25333.21,1.0005,clean,0,817
2026-02-01,24825.45,198229487.2,8467239.0,25203.89,1.01524,clean,0,831
2026-02-02,25088.4,224370184.2,9188668.0,24928.27,0.99362,clean,0,836
2026-02-03,25727.55,413548046.5,9828664.0,25731.52,1.00015,clean,0,832
2026-02-04,25776.0,55064712.7,5553292.0,25757.8,0.99929,clean,0,697
2026-02-05,25642.8,50941977.6,6770636.0,25701.35,1.00228,clean,0,690
2026-02-06,25693.7,122139532.1,7704755.0,25612.71,0.99685,clean,1,717
2026-02-09,25867.3,125978542.8,8655690.0,25780.54,0.99665,clean,2,724
2026-02-10,25935.15,349044355.8,9021808.0,25900.47,0.99866,clean,1,719
2026-02-11,25953.85,50616173.8,5026419.0,25930.63,0.99911,clean,6,604
2026-02-12,25807.2,50491995.9,6131640.0,25869.39,1.00241,clean,4,612
2026-02-13,25471.1,102452435.0,7677168.0,25641.6,1.00669,clean,3,661
2026-02-16,25682.75,153783634.5,8188426.0,25560.73,0.99525,clean,6,703
2026-02-17,25725.4,416751645.3,8804115.0,25680.73,0.99826,clean,5,705
2026-02-18,25819.35,58168696.5,4563403.6,25721.95,0.99623,CORRUPTED,21,804
2026-02-19,25454.35,71029377.0,6132873.0,25684.09,1.00903,clean,12,839
2026-02-20,25571.25,125703059.8,6555568.0,25563.77,0.99971,CORRUPTED,46,876
2026-02-23,25713.0,158878830.2,7445615.0,25647.64,0.99746,clean,10,911
2026-02-24,25424.65,370808523.4,7700903.0,25473.61,1.00193,clean,10,949
2026-02-25,25482.5,67932984.4,3463286.0,25556.31,1.0029,CORRUPTED,90,742
2026-02-26,25496.55,69725886.7,4186540.9,25513.52,1.00067,CORRUPTED,98,750
2026-02-27,25178.65,136384578.9,5605307.9,25371.58,1.00766,CORRUPTED,122,758
2026-03-02,24865.7,469131454.5,5752928.0,24822.59,0.99827,CORRUPTED,35,819
2026-03-04,24473.95,51788321.0,16987.0,24690.45,1.00885,CORRUPTED,175,718
2026-03-05,24737.45,60698101.0,73997.0,24703.51,0.99863,CORRUPTED,193,757
2026-03-06,24469.4,88462931.0,29755.6,24631.88,1.00664,CORRUPTED,222,775
2026-03-09,24005.8,114286172.0,17667.2,24174.36,1.00702,CORRUPTED,132,811
2026-03-10,24286.15,432138088.0,5836.9,24216.88,0.99715,CORRUPTED,21,868
2026-03-11,23848.2,48683865.0,22716.7,24092.66,1.01025,CORRUPTED,201,842
2026-03-12,23639.35,48551097.0,39422.1,23885.91,1.01043,CORRUPTED,169,862
2026-03-13,23170.9,91457501.0,8997.8,23457.16,1.01235,CORRUPTED,68,902
2026-03-16,23355.6,172720081.0,10683.3,23286.13,0.99703,CORRUPTED,93,959
2026-03-17,23558.8,499671105.0,4356.0,23482.07,0.99674,CORRUPTED,23,982
2026-03-18,23764.1,51769953.0,10770.1,23760.7,0.99986,CORRUPTED,185,742
2026-03-19,23087.85,52599550.0,57985.3,23394.98,1.0133,CORRUPTED,181,748
2026-03-20,23134.65,91537082.0,3558.0,23217.72,1.00359,CORRUPTED,20,753
2026-03-23,22492.65,114837211.0,33821.6,22716.26,1.00994,CORRUPTED,218,769
2026-03-24,22958.4,463596194.0,9185.0,22873.58,0.99631,CORRUPTED,63,1053
2026-03-25,23309.0,40653353.0,44285.3,23347.06,1.00163,CORRUPTED,166,784
2026-03-27,22839.5,81452111.0,10844.9,22976.28,1.00599,CORRUPTED,52,790
2026-03-30,22379.2,362972554.0,3541.0,22538.52,1.00712,clean,16,973
2026-04-01,22703.15,42565610.0,18798.0,22890.73,1.00826,CORRUPTED,231,696
2026-04-02,22700.7,46017779.0,88288.0,22586.45,0.99497,CORRUPTED,150,721
2026-04-06,22959.45,127154002.0,18341.0,22757.95,0.99122,CORRUPTED,177,736
2026-04-07,23129.95,427691930.0,30858.0,22953.28,0.99236,CORRUPTED,61,876
2026-04-08,24012.35,44621682.0,29947.0,23867.93,0.99399,CORRUPTED,194,675
2026-04-09,23766.05,47338826.0,41154.0,23843.26,1.00325,CORRUPTED,126,695
2026-04-10,24050.5,91954934.0,28911.0,23934.79,0.99519,CORRUPTED,184,712
2026-04-13,23818.9,740119224.0,13967.0,23766.01,0.99778,CORRUPTED,71,716
2026-04-15,24211.9,36837786.0,15491.0,24037.76,0.99281,CORRUPTED,164,531
2026-04-16,24188.4,44033901.0,47949.0,24147.06,0.99829,CORRUPTED,133,533
2026-04-17,24366.9,69023430.0,43050.0,24214.08,0.99373,CORRUPTED,147,534
2026-04-20,24330.9,117455464.0,28589.0,24365.98,1.00144,CORRUPTED,134,535
2026-04-21,24580.6,342566276.0,11881.0,24487.96,0.99623,CORRUPTED,48,735
2026-04-22,24367.65,33886501.0,2174.0,24371.79,1.00017,CORRUPTED,46,508
2026-04-23,24156.05,37195416.0,4511.0,24260.38,1.00432,CORRUPTED,34,510
2026-04-24,23903.95,74045467.0,7313.0,24032.67,1.00538,CORRUPTED,23,511
2026-04-27,24110.2,120998693.0,47.0,24074.33,0.99851,clean,3,517
2026-04-28,24016.5,347659941.0,23.0,24046.6,1.00125,clean,4,528
2026-04-29,24163.6,43076409.0,7016.0,24225.7,1.00257,CORRUPTED,104,225
2026-04-30,24043.7,46679908.0,59643.0,23980.94,0.99739,CORRUPTED,70,226
2026-05-04,24123.8,167473298.0,12099.0,24132.03,1.00034,CORRUPTED,112,226
2026-05-05,24052.15,431640931.0,0.0,24033.92,0.99924,CORRUPTED,45,230
