date,nifty_gap,gift_overnight
2024-11-04,0.00046894186597359796,-0.006641810089989141
2024-11-05,-0.003291464269764861,-0.0007676747096235556
2024-11-06,0.0039342988649567435,0.002856704403818393
2024-11-07,0.0002266524967511187,-0.0015060243810377976
2024-11-08,0.00034499107393730046,-0.004478805435363667
2024-11-11,-0.0025271882998505277,-0.003331094995580745
2024-11-12,0.003494114221051988,0.0019170322799557282
2024-11-13,-0.0025573370692035394,-0.0015885626851378416
2024-11-14,-0.0007176038285745402,0.000887386493895958
2024-11-18,0.0030803198016305672,-0.0028828848795253307
2024-11-19,0.0032245493620861295,0.005236446525878071
2024-11-21,-0.001278534518552537,-0.005696562273293276
2024-11-22,0.0026474673142841128,0.0032913045312980165
2024-11-25,0.014381238204526458,0.018580370730409333
2024-11-26,0.0049994750505898515,0.0002878881368844071
2024-11-27,0.0004256259968840268,-0.0003508446103948809
2024-11-28,-3.089658809220255e-05,0.0006791870598107872
2024-11-29,0.0005434635062160074,0.00890855945778141
2024-12-02,0.00040396131221489705,-0.0045761953211327635
2024-12-03,0.0037600096103520557,0.0007367538143055746
2024-12-04,0.0012912217117443604,0.0019556720705105257
2024-12-05,0.0029261385674442396,0.0015671910804437117
2024-12-06,0.0008515743007465783,-0.0001816255491598455
2024-12-09,-0.0017805109780322818,-0.0012521459779997804
2024-12-10,0.0013658972342784007,-0.0001214624075342705
2024-12-11,0.00042453314687529166,0.0002026014026948187
2024-12-12,-0.0015168670573497223,0.00012133713537920978
2024-12-13,-0.002053131337640099,-0.004127993823585522
2024-12-16,-0.0006017564198974493,-0.002336308488528368
2024-12-17,-0.0033886258760904373,-0.003120127336243634
2024-12-18,-0.001564750869037426,-0.0030354016496812897
2024-12-19,-0.013383176703996255,-0.013572615276946275
2024-12-20,0.0003756856306866171,-0.003922310008637827
2024-12-23,0.006368654213782392,0.005628236065173442
2024-12-24,0.0006586347140776074,0.0013050435463406627
2024-12-26,0.0020272218750376973,0.0027080091701345795
2024-12-27,0.002153450978980006,0.008636283921565827
2024-12-30,-0.0006931273552396807,-0.0027350658537271997
2024-12-31,-0.003571621510809473,-0.00533132301316824
2025-01-01,-0.0003024377989929404,-0.0007573845350688838
2025-01-02,0.0016875013210031153,-0.0006910199100239323
2025-01-03,0.0003203468867460754,-0.00047447627993059605
2025-01-06,0.0017086176947689303,0.0014322338026825621
2025-01-07,0.0027000214094224746,0.0048167522270429084
2025-01-08,0.001633141969007364,-0.001178376922332394
2025-01-09,-0.0005996153351809614,-0.0033715473610163114
2025-01-10,0.0010790512194358292,-0.0016709501862613863
2025-01-13,-0.010127287806098098,-0.010814613084891485
2025-01-14,0.003457162454258499,0.004869754716178254
2025-01-15,0.0032050688158393025,0.0005158073573925096
2025-01-16,0.007042244836870177,0.005337347218491717
2025-01-17,-0.0014896254866100071,-0.00696717540415798
2025-01-20,0.0037510583067415916,0.0010752920453712918
2025-01-21,0.0032886888582040175,0.0028009725493350047
2025-01-22,0.0032304391567270076,0.0001080812339604726
2025-01-23,-0.0011688794241517238,-0.0018571310511654347
2025-01-24,-0.0009247832861582799,0.0008163090397658652
2025-01-27,-0.006606247692614014,-0.008513277321437338
2025-01-28,0.005734942426509753,0.0053056313802610795
2025-01-29,0.0030227928375110035,0.003541210969863762
2025-01-30,0.00027626336707659715,-0.00017270784352418992
2025-01-31,0.0020302394384025713,0.007157122286510138
2025-02-01,0.0008588983668942471,-0.0030548625734270903
2025-02-03,-0.006957070035674543,-0.008642173988048063
2025-02-04,0.006351503453783096,0.006090697534659342
2025-02-05,0.0026293109529307687,0.0026476722269171207
2025-02-06,0.0027666440239790127,0.0017038108474890274
2025-02-07,0.0019533219551264003,-0.0018579517210233804
2025-02-10,-0.0006857203782215945,-0.0035006984099355083
2025-02-11,8.339543446915775e-05,-0.0012596476787543488
2025-02-12,-0.000910616550287219,-0.0012324992100223456
2025-02-13,0.00045552158007682535,0.0011238870379858784
2025-02-14,0.0028204238056440045,0.0028314853945658244
2025-02-17,-0.005218735847809761,-0.0036216904428240026
2025-02-18,0.00018073673131301023,-0.0029796557382499793
2025-02-19,-0.004282362517126972,-0.002508754683538331
2025-02-20,-0.004887014141233604,-0.002269058878156884
2025-02-21,-0.0024448153823744454,-2.1812391620577015e-05
2025-02-24,-0.008217157693421568,-0.00591450994726536
2025-02-25,-0.0016374604832913784,-0.0008637396030042739
2025-02-27,0.0009486552194832259,0.0011736440777193973
2025-02-28,-0.004964609910878237,-0.0037553513385359593
2025-03-03,0.0031521317637554034,0.004348125280723254
2025-03-04,-0.006570115767168832,-0.006832429758656445
2025-03-05,-0.0004348249558385594,0.002502509450431387
2025-03-06,0.006205718402551038,0.0034493152265879195
2025-03-07,-0.0016003252896307477,0.002388377702716285
2025-03-10,-0.0013599754505174912,-0.0009282794345443024
2025-03-11,-0.005104209714620507,-0.0060159268800934525
2025-03-12,0.0017075896386819541,0.0005095654403349232
2025-03-13,0.0031547169147813124,-0.0005106855509268429
2025-03-17,-0.001968700322001668,0.006931820691015184
2025-03-18,0.006796422078941603,0.005851779404141938
2025-03-19,0.0017786338964864952,0.0029455102297567446
2025-03-20,0.005615522263584616,0.0038902521216994308
2025-03-21,-0.0009663733066677075,0.0009911230665686362
2025-03-24,0.007041411082053325,0.005626253572953006
2025-03-25,0.003929568216928111,0.001327699587035456
2025-03-26,0.0013637440470662112,0.0016456047090043348
2025-03-27,-0.002254864470076648,0.0006165424918655737
2025-03-28,0.0003581088922380124,0.006316499828435687
2025-04-01,-0.007607731454664196,-0.005111303691061598
2025-04-02,0.0011605258613502922,0.0013727426976589058
2025-04-03,-0.007833070224511868,-0.004197277935339924
2025-04-04,-0.0025710331665591527,-0.007772757108062497
