date,gift_overnight_return
2024-11-04,-0.006641810089989141
2024-11-05,-0.0007676747096235556
2024-11-06,0.002856704403818393
2024-11-07,-0.0015060243810377976
2024-11-08,-0.004478805435363667
2024-11-11,-0.003331094995580745
2024-11-12,0.0019170322799557282
2024-11-13,-0.0015885626851378416
2024-11-14,0.000887386493895958
2024-11-18,-0.0028828848795253307
2024-11-19,0.005236446525878071
2024-11-21,-0.005696562273293276
2024-11-22,0.0032913045312980165
2024-11-25,0.018580370730409333
2024-11-26,0.0002878881368844071
2024-11-27,-0.0003508446103948809
2024-11-28,0.0006791870598107872
2024-11-29,0.00890855945778141
2024-12-02,-0.0045761953211327635
2024-12-03,0.0007367538143055746
2024-12-04,0.0019556720705105257
2024-12-05,0.0015671910804437117
2024-12-06,-0.0001816255491598455
2024-12-09,-0.0012521459779997804
2024-12-10,-0.0001214624075342705
2024-12-11,0.0002026014026948187
2024-12-12,0.00012133713537920978
2024-12-13,-0.004127993823585522
2024-12-16,-0.002336308488528368
2024-12-17,-0.003120127336243634
2024-12-18,-0.0030354016496812897
2024-12-19,-0.013572615276946275
2024-12-20,-0.003922310008637827
2024-12-23,0.005628236065173442
2024-12-24,0.0013050435463406627
2024-12-26,0.0027080091701345795
2024-12-27,0.008636283921565827
2024-12-30,-0.0027350658537271997
2024-12-31,-0.00533132301316824
2025-01-01,-0.0007573845350688838
2025-01-02,-0.0006910199100239323
2025-01-03,-0.00047447627993059605
2025-01-06,0.0014322338026825621
2025-01-07,0.0048167522270429084
2025-01-08,-0.001178376922332394
2025-01-09,-0.0033715473610163114
2025-01-10,-0.0016709501862613863
2025-01-13,-0.010814613084891485
2025-01-14,0.004869754716178254
2025-01-15,0.0005158073573925096
2025-01-16,0.005337347218491717
2025-01-17,-0.00696717540415798
2025-01-20,0.0010752920453712918
2025-01-21,0.0028009725493350047
2025-01-22,0.0001080812339604726
2025-01-23,-0.0018571310511654347
2025-01-24,0.0008163090397658652
2025-01-27,-0.008513277321437338
2025-01-28,0.0053056313802610795
2025-01-29,0.003541210969863762
2025-01-30,-0.00017270784352418992
2025-01-31,0.007157122286510138
2025-02-01,-0.0030548625734270903
2025-02-03,-0.008642173988048063
2025-02-04,0.006090697534659342
2025-02-05,0.0026476722269171207
2025-02-06,0.0017038108474890274
2025-02-07,-0.0018579517210233804
2025-02-10,-0.0035006984099355083
2025-02-11,-0.0012596476787543488
2025-02-12,-0.0012324992100223456
2025-02-13,0.0011238870379858784
2025-02-14,0.0028314853945658244
2025-02-17,-0.0036216904428240026
2025-02-18,-0.0029796557382499793
2025-02-19,-0.002508754683538331
2025-02-20,-0.002269058878156884
2025-02-21,-2.1812391620577015e-05
2025-02-24,-0.00591450994726536
2025-02-25,-0.0008637396030042739
2025-02-27,0.0011736440777193973
2025-02-28,-0.0037553513385359593
2025-03-03,0.004348125280723254
2025-03-04,-0.006832429758656445
2025-03-05,0.002502509450431387
2025-03-06,0.0034493152265879195
2025-03-07,0.002388377702716285
2025-03-10,-0.0009282794345443024
2025-03-11,-0.0060159268800934525
2025-03-12,0.0005095654403349232
2025-03-13,-0.0005106855509268429
2025-03-17,0.006931820691015184
2025-03-18,0.005851779404141938
2025-03-19,0.0029455102297567446
2025-03-20,0.0038902521216994308
2025-03-21,0.0009911230665686362
2025-03-24,0.005626253572953006
2025-03-25,0.001327699587035456
2025-03-26,0.0016456047090043348
2025-03-27,0.0006165424918655737
2025-03-28,0.006316499828435687
2025-04-01,-0.005111303691061598
2025-04-02,0.0013727426976589058
2025-04-03,-0.004197277935339924
2025-04-04,-0.007772757108062497
2025-04-07,-0.04519448467144723
2025-04-08,0.011850802508824447
2025-04-09,-0.006347254936599389
2025-04-11,0.016038818505221892
2025-04-15,0.016210329169300496
2025-04-16,-0.003472225710749092
2025-04-17,-0.0012183523827510028
2025-04-21,0.004878620214504691
2025-04-22,-0.002156513919976482
2025-04-23,0.005692380177226716
2025-04-24,-0.001110951211840986
2025-04-25,0.009216276735902498
2025-04-28,0.005808501680476508
2025-04-29,0.004448442221227601
2025-04-30,-0.0006344853206704689
2025-05-02,0.005395586267273326
2025-05-05,0.0042098441591789035
2025-05-06,-0.0007328692156526957
2025-05-07,0.0006136977526708224
2025-05-08,0.0014720617652838205
2025-05-09,-0.0026878957566107806
2025-05-12,0.02386248178823186
2025-05-13,-0.004061752135182602
2025-05-14,0.003627561253865565
2025-05-15,-0.00032389319905008735
2025-05-16,-0.0005980861422302017
2025-05-19,-0.0006580325066206302
2025-05-20,0.0028804628653540877
2025-05-21,-0.0005246166383436913
2025-05-22,-0.005856827809249052
2025-05-23,-0.0012978060790634544
2025-05-26,0.006031175923614278
2025-05-27,-0.00484757168974259
2025-05-28,-0.001449158936486024
2025-05-29,0.004415196229239212
2025-05-30,0.003196271730387754
2025-06-02,-0.008709501065340857
2025-06-03,0.0007866948130870387
2025-06-04,0.0004867166999348065
2025-06-05,0.00036410713243098725
2025-06-06,-0.0013484278772717066
2025-06-09,0.0033805313771978628
2025-06-10,0.0006747638582605389
2025-06-11,0.0011322892321267426
2025-06-12,0.0013284822559178077
2025-06-13,-0.010956415531254734
2025-06-16,0.003914768095906104
2025-06-17,-0.0029444482409384455
2025-06-18,-0.0008246593719223719
2025-06-19,-0.0018757758200192126
2025-06-20,0.0033422625592093346
2025-06-23,-0.006614269719950518
2025-06-24,0.010851384243095792
2025-06-25,0.003762433892830701
2025-06-26,0.00193928900766879
2025-06-27,0.00643728814690378
2025-06-30,-0.0003883419788227679
2025-07-01,0.0006440846901234235
2025-07-02,0.001324348730938473
2025-07-03,0.003305723471592033
2025-07-04,-0.0006276971567413998
2025-07-07,-0.0013123747047906515
2025-07-08,-0.00025466477438188797
2025-07-09,-0.001914511798345966
2025-07-10,9.793072388420063e-05
2025-07-11,-0.0029963159873084184
2025-07-14,-0.0022048097600724
2025-07-15,0.0014699166383417917
2025-07-16,-0.002933134609122148
2025-07-17,0.00033685712622743365
2025-07-18,-0.0010538561169422924
2025-07-21,-0.0021591371842634467
2025-07-22,0.0006165534856557391
2025-07-23,0.002607407705139609
2025-07-24,-0.0004557840059087071
2025-07-25,-0.005736860469433245
2025-07-28,-0.0017928913657310897
2025-07-29,-0.00022263826434122569
2025-07-30,0.000462995589682495
2025-07-31,-0.008036226263618251
2025-08-01,0.00026241156376292175
2025-08-04,0.004381256881550188
2025-08-05,-0.001757061514963708
2025-08-06,-0.0004652244791980109
2025-08-07,-0.002357820515875939
2025-08-08,-0.0027977717185310976
2025-08-11,0.0010842992500474707
2025-08-12,0.0008533810660946137
2025-08-13,0.00419151324795741
2025-08-14,-0.0003036406537433386
2025-08-18,0.013528410213998967
2025-08-19,-0.0008613868860623111
2025-08-20,-0.001860391218619444
2025-08-21,0.0015343080193577713
2025-08-22,-0.0029314715232806867
2025-08-25,0.0017466551986735884
2025-08-26,-0.00527451711673132
2025-08-28,-0.005274808846332308
2025-08-29,0.0051089578757182565
2025-09-01,0.0030078266757425525
2025-09-02,0.0011918591381094423
2025-09-03,-0.001622751324681574
2025-09-04,0.005846736163655402
2025-09-05,0.003639548370720833
2025-09-08,0.0012069279118816067
2025-09-09,0.0020464264911184086
2025-09-10,0.002740138721344797
2025-09-11,0.0007775042506488046
2025-09-12,0.001611539766827353
2025-09-15,-0.0013296422840283365
2025-09-16,-0.0001390420008397241
2025-09-17,0.0014784882689279541
2025-09-18,0.0027886351804116177
2025-09-19,-0.003415853652148252
2025-09-22,-0.003723812044285249
2025-09-23,-0.0003361843112693133
2025-09-24,-0.004782371919540618
2025-09-25,-0.0011552405379929632
2025-09-26,-0.0036525688838080586
2025-09-29,0.0016185161743134482
2025-09-30,0.001760581648924823
2025-10-01,0.004762830620667418
2025-10-03,-0.0029279074360866963
2025-10-06,-0.00011998800134384596
2025-10-07,0.0002582208597212049
2025-10-08,0.00033685712622743365
2025-10-09,0.0008557299599793379
2025-10-10,0.001343979963546444
2025-10-13,-0.004200899607404884
2025-10-14,0.0014806774335430443
2025-10-15,0.006292191162835661
2025-10-16,0.003298194873926992
2025-10-17,-0.0023203902425375997
2025-10-20,0.00765472587376407
2025-10-21,0.0033115163107685936
2025-10-23,0.00919378686983231
2025-10-24,-0.0014065648423475853
2025-10-27,0.003322904027360106
2025-10-28,-0.0009615015547867892
2025-10-29,0.00885479975318188
2025-10-30,-0.004352647091846147
2025-10-31,-0.0007497044785553234
2025-11-03,-0.0035962915790082985
2025-11-04,-0.0015455953617805973
2025-11-06,0.0042354010196978785
2025-11-07,-0.005481181994583238
2025-11-10,0.0023819297073640693
2025-11-11,-0.0018320734835216906
2025-11-12,0.004097811861596287
2025-11-13,-0.002042547341850218
2025-11-14,-0.0030659196218349003
2025-11-17,0.001808736302231381
2025-11-18,-0.0030946982382051226
2025-11-19,-0.0017754452925028046
2025-11-20,0.0019165538572517467
2025-11-21,-0.0030346140797907514
2025-11-24,0.002356571227286994
2025-11-25,-0.0002502719313842024
2025-11-26,0.010759402903946577
2025-11-27,0.001968132045923818
2025-11-28,0.001097715726177988
2025-12-01,0.002648456931079163
2025-12-02,-0.0015955934622742236
2025-12-03,-0.0020811264683050054
2025-12-04,-0.0025671003963366125
2025-12-05,0.00019100372515334829
2025-12-08,-0.0010642342319544028
2025-12-09,-0.0040188883905159555
2025-12-10,0.0010788111007961649
2025-12-11,3.866303234646324e-05
2025-12-12,0.003550015721568153
2025-12-15,-0.0037003349512658304
2025-12-16,-0.0036838107660656185
2025-12-17,0.0008094825535978063
2025-12-18,-0.002010322908500378
2025-12-19,0.0038945814356714406
2025-12-22,0.005632738333733937
2025-12-23,0.0004006295660968624
2025-12-24,0.0004766762409956165
2025-12-26,-0.001816183646958994
2025-12-29,-0.00024940765810788746
2025-12-30,-0.0026212334798741926
2025-12-31,0.008101251809250833
2026-01-01,0.0009508596486996854
2026-01-02,0.0013304192782493415
2026-01-05,0.00011332300846948191
2026-01-06,-3.79787698722317e-05
2026-01-07,-0.002248519402346634
2026-01-08,-0.0016408146699219805
2026-01-09,0.0020389327676069422
2026-01-12,-0.003513577462794569
2026-01-13,0.0010823976161623528
2026-01-14,-0.0018057030157050112
2026-01-16,0.0028147433389351774
2026-01-19,-0.005063696403911187
2026-01-20,0.0007039637358317402
2026-01-21,0.0024346082510415426
2026-01-22,0.005821222259616553
2026-01-23,-0.002545760909164826
2026-01-27,-0.002194821105351865
2026-01-28,0.011630448909673633
2026-01-29,-0.0030127325409542265
2026-01-30,-0.006705166057261423
2026-02-01,-0.0022057673981898045
2026-02-02,0.0026391352512708196
2026-02-03,0.03030475540315979
2026-02-04,-0.0007558066657598325
2026-02-05,-0.0019948296000860673
2026-02-06,-0.0015574507684269494
2026-02-09,0.006513039364016475
2026-02-10,0.003275532793752753
2026-02-11,0.0031507585958540597
2026-02-12,-0.0026782547632983613
2026-02-13,-0.007609618581430507
2026-02-16,0.0008239010215556743
2026-02-17,-0.0038966654924723412
2026-02-18,0.0006797898740026609
2026-02-19,0.001412579934374588
2026-02-20,0.002634218826529004
2026-02-23,0.004757457109114307
2026-02-24,-0.005186005540133951
2026-02-25,0.011244532937287628
2026-02-26,0.001988033476803421
2026-02-27,-0.004418989260840373
2026-03-02,-0.011138692165910324
2026-03-04,-0.020969113596096985
2026-03-05,0.0034731072476204172
2026-03-06,-0.005034636323342383
2026-03-09,-0.029851729615055562
2026-03-10,0.006405428146664155
2026-03-11,-0.0019086521068615108
2026-03-12,-0.011695055681209422
2026-03-13,-0.009638986173650986
2026-03-16,0.0010116338748442258
2026-03-17,0.0018814680997055703
2026-03-18,0.005534679724812336
2026-03-19,-0.020306669434161515
2026-03-20,0.008551939675133232
2026-03-23,-0.019999356617806198
2026-03-24,0.012435416297360839
2026-03-25,0.008980732392110162
2026-03-27,-0.009898828928272263
2026-03-30,-0.013081597929945267
2026-04-01,0.02714419241398147
2026-04-02,-0.022663545754261837
