date,gift_overnight_return
2026-04-06,-0.0017600215745846753
2026-04-07,-0.00917867674715792
2026-04-08,0.03176960110614892
2026-04-09,-0.004412537079372035
2026-04-10,0.005953331072130932
2026-04-13,-0.01897717340524554
2026-04-15,0.016221680208167562
2026-04-16,0.005719121103971355
2026-04-17,0.000992207121936015
2026-04-20,-0.0021134065502723225
2026-04-21,0.006458977334336597
2026-04-22,-0.004874824808481473
2026-04-23,-0.008877778525940553
2026-04-24,-0.00022779750970867827
2026-04-27,0.004167540935053341
2026-04-28,-0.001224130035117991
2026-04-29,0.006107840739369158
2026-04-30,-0.010042411561354473
2026-05-04,0.006222563878931012
2026-05-05,-0.00041505832165198797
