day,n,ann_std_close_to_close_pct,mean_log_range
Monday,113,15.563116381092604,0.009652473758974581
Tuesday,118,14.616618713600527,0.010060744355470906
Wednesday,112,12.549047025057874,0.00891573683009227
Thursday,112,12.513401091806564,0.010288423180211571
Friday,110,13.788439432512206,0.010173911208672136
