date,open,high,low,close
2026-02-11,25997.45,26000.65,25900.2,25953.85
2026-02-12,25906.7,25906.7,25752.4,25807.2
2026-02-13,25571.15,25625.1,25445.6,25471.1
2026-02-16,25423.6,25695.85,25376.05,25682.75
2026-02-17,25637.95,25763.9,25570.7,25725.4
2026-02-18,25752.65,25827.45,25645.9,25819.35
2026-02-19,25873.35,25879.6,25390.5,25454.35
2026-02-20,25406.55,25663.35,25380.35,25571.25
2026-02-23,25678.4,25770.7,25609.35,25713.0
2026-02-24,25641.8,25641.8,25328.0,25424.65
2026-02-25,25512.6,25652.5,25428.4,25482.5
2026-02-26,25556.3,25572.95,25400.95,25496.55
2026-02-27,25459.85,25476.4,25141.3,25178.65
2026-03-02,24659.25,24989.35,24603.5,24865.7
2026-03-04,24388.8,24602.45,24305.4,24473.95
2026-03-05,24615.95,24854.2,24529.4,24737.45
2026-03-06,24656.4,24700.9,24415.75,24469.4
2026-03-09,23868.05,24078.15,23697.8,24005.8
2026-03-10,24280.8,24303.8,24079.95,24286.15
2026-03-11,24231.85,24299.0,23834.3,23848.2
2026-03-12,23674.85,23833.15,23556.3,23639.35
2026-03-13,23462.5,23492.4,23112.0,23170.9
2026-03-16,23116.1,23502.0,22955.25,23355.6
2026-03-17,23465.25,23656.8,23346.6,23558.8
2026-03-18,23632.9,23862.25,23618.45,23764.1
2026-03-19,23197.75,23378.7,22930.35,23087.85
2026-03-20,23130.6,23345.15,23067.6,23134.65
2026-03-23,22824.35,22851.7,22471.25,22492.65
2026-03-24,22878.45,23057.3,22624.2,22958.4
2026-03-25,23067.75,23465.35,23063.2,23309.0
2026-03-27,23173.55,23186.1,22804.55,22839.5
2026-03-30,22549.65,22714.1,22283.85,22379.2
2026-04-01,22878.9,22941.3,22618.6,22703.15
2026-04-02,22383.4,22782.3,22182.55,22700.7
2026-04-06,22785.85,22998.35,22542.95,22959.45
2026-04-07,22838.7,23153.85,22719.3,23129.95
2026-04-08,23855.15,24025.15,23828.5,24012.35
2026-04-09,23909.05,23990.75,23682.8,23766.05
2026-04-10,23880.55,24074.05,23856.35,24050.5
2026-04-13,23589.6,23907.4,23555.6,23818.9
2026-04-15,24163.8,24280.9,24145.8,24211.9
2026-04-16,24380.25,24400.95,24102.8,24188.4
2026-04-17,24165.9,24371.9,24096.05,24366.9
2026-04-20,24412.75,24480.65,24241.25,24330.9
2026-04-21,24369.85,24601.7,24354.9,24580.6
2026-04-22,24470.85,24515.95,24352.9,24367.65
2026-04-23,24202.35,24310.2,24134.8,24156.05
2026-04-24,24100.55,24206.0,23813.65,23903.95
2026-04-27,23945.45,24130.7,23936.2,24110.2
2026-04-28,24044.9,24181.8,23957.05,24016.5
2026-04-29,24096.9,24334.7,24059.95,24163.6
2026-04-30,23996.95,24087.45,23796.85,24043.7
2026-05-04,24096.2,24290.2,24004.75,24123.8
2026-05-05,24052.6,24081.7,23882.05,24052.15
